job_title,job_date,comp_name,comp_type,comp_size,eco_activity,region,contract,job_post_id,exper,gender,job_date_gregorian,salary,benefits_extracted,experience_categories
موظف استقبال,14/05/1444,شركة رعايه للتجارة (شركة شخص واحد),خاص,صغيرة فئة ب,غير معروف,الرياض,دوام كامل,20202026334219,0,إناث,2022-12-08 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
محاسب,21/05/1444,شركة رزانة لتشغيل الفنادق,خاص,صغيرة فئة ب,غير معروف,مكة المكرمة,دوام كامل,20202026343743,2,ذكور,2022-12-15 00:00:00,6000.0,لا يوجد بدلات,ذوي خبرة
فني تمريض,21/05/1444,مجمع الدكتور أمير حسن زقزوق الطبي,خاص,متوسطة فئة أ,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,المنطقة الشرقية,دوام كامل,20202026343667,0,ذكور وإناث,2022-12-15 00:00:00,5000.0,لا يوجد بدلات,خريجون جدد
أخصائي تسويق,21/05/1444,مكتب دار الابتكار للاستشارات الهندسية,خاص,صغيرة فئة ب,الاستشارات الهندسية للطرق والجسور والانفاق,مكة المكرمة,دوام كامل,20202026343473,0,إناث,2022-12-15 00:00:00,6000.0,لا يوجد بدلات,خريجون جدد
سكرتير,21/05/1444,مكتب دار الابتكار للاستشارات الهندسية,خاص,صغيرة فئة ب,الاستشارات الهندسية للطرق والجسور والانفاق,مكة المكرمة,دوام كامل,20202026343452,0,إناث,2022-12-15 00:00:00,5000.0,لا يوجد بدلات,خريجون جدد
بائع قطع غيار مركبات,21/05/1444,شركة الفجر الاحمر التجارية,خاص,صغيرة فئة أ,أنشطة أخرى لأنشطة البيع بالجملة والتجزئة لقطع غيار السيارات وتوابعها ، يشمل ( تنجيد السيارات ),المنطقة الشرقية,دوام كامل,20202026343423,0,ذكور,2022-12-15 00:00:00,5000.0,يوجد بدلات,خريجون جدد
مهندس معماري,21/05/1444,مكتب دار الابتكار للاستشارات الهندسية,خاص,صغيرة فئة ب,الاستشارات الهندسية للطرق والجسور والانفاق,مكة المكرمة,دوام كامل,20202026343401,0,ذكور,2022-12-15 00:00:00,7000.0,لا يوجد بدلات,خريجون جدد
سكرتير تنفيذي,21/05/1444,شركة أصداف ابحر العقاريه شركة شخص واحد,خاص,صغيرة فئة ب,إدارة وتاجير العقارات المملوكة أو المؤجرة (سكنية ),مكة المكرمة,دوام كامل,20202026343272,0,إناث,2022-12-15 00:00:00,8500.0,لا يوجد بدلات,خريجون جدد
محاسب تكاليف,21/05/1444,شركة أصداف ابحر العقاريه شركة شخص واحد,خاص,صغيرة فئة ب,إدارة وتاجير العقارات المملوكة أو المؤجرة (سكنية ),مكة المكرمة,دوام كامل,20202026343265,2,ذكور,2022-12-15 00:00:00,5500.0,لا يوجد بدلات,ذوي خبرة
مدير صيانة,21/05/1444,شركة الساعد الدولية المحدودة,خاص,متوسطة فئة ب,أنشطة خدمات صيانة المباني,الرياض,دوام كامل,20202026342796,2,ذكور,2022-12-15 00:00:00,7500.0,لا يوجد بدلات,ذوي خبرة
بائع ادوات واجهزة منزلية,21/05/1444,شركة الأجهزة الايطالية التجارية,خاص,متوسطة فئة أ,البيع بالتجزئة للأجهزة الالكترونية والكهربائية المنزلية,مكة المكرمة,دوام كامل,20202026342703,2,ذكور,2022-12-15 00:00:00,4000.0,يوجد بدلات,ذوي خبرة
موظف استقبال فندق,20/05/1444,شقق قصر السحاب للشقق المفروشة,خاص,صغيرة فئة أ,الشقق المخدومة,المنطقة الشرقية,دوام كامل,20202026342474,0,إناث,2022-12-14 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مشرف موقع إنشائي,20/05/1444,شركة الصخور العربية للصناعة,خاص,صغيرة فئة ب,تركيب وصيانة أجهزة ومعدات الإنذار من الحريق,المنطقة الشرقية,دوام كامل,20202026342431,0,ذكور,2022-12-14 00:00:00,5000.0,لا يوجد بدلات,خريجون جدد
مهندس حاسب آلي,20/05/1444,شركة درب الشهاب لتقنية المعلومات شركة شخص واحد,خاص,متوسطة فئة أ,تقديم خدمات الاستشارات الإدارية العليا,الرياض,دوام كامل,20202026342202,0,ذكور وإناث,2022-12-14 00:00:00,5200.0,لا يوجد بدلات,خريجون جدد
موظف استقبال فندق,20/05/1444,شقق العرين بارك للشقق المخدومة,خاص,صغيرة فئة أ,الوحدات السكنية المفروشة,عسير,دوام كامل,20202026342107,2,إناث,2022-12-14 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
كاتب تذاكر سفر,20/05/1444,وكالة وقت الاجازة للسفر و السياحة,خاص,صغيرة فئة أ,أنشطة وكالات السياحة والسفر,الرياض,دوام كامل,20202026342095,2,ذكور وإناث,2022-12-14 00:00:00,6000.0,يوجد بدلات,ذوي خبرة
مندوب مبيعات,20/05/1444,شركة ياسر محمد احمد بقشان لوساطة التامين واعادة التامين,خاص,صغيرة فئة ب,غير معروف,الرياض,دوام كامل,20202026342088,2,إناث,2022-12-14 00:00:00,4687.0,لا يوجد بدلات,ذوي خبرة
قاطع تذاكر نقل,20/05/1444,وكالة وقت الاجازة للسفر و السياحة,خاص,صغيرة فئة أ,أنشطة وكالات السياحة والسفر,الرياض,دوام كامل,20202026342024,2,ذكور وإناث,2022-12-14 00:00:00,5000.0,لا يوجد بدلات,ذوي خبرة
موظف استقبال,20/05/1444,مطعم ورد لتقديم الوجبات,خاص,متوسطة فئة ب,المطاعم مع الخدمة,الرياض,دوام كامل,20202026341995,0,ذكور وإناث,2022-12-14 00:00:00,4625.0,يوجد بدلات,خريجون جدد
موظف استقبال,20/05/1444,مشغل لمسه زمانك للتزيين النسائي,خاص,صغيرة فئة ب,الصالونات النسائية,مكة المكرمة,دوام كامل,20202026341920,0,إناث,2022-12-14 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مدير أوقاف,20/05/1444,الجمعية الخيرية لرعاية الايتام بمكة المكرمة,خاص,صغيرة فئة ب,الأنشطة الخيرية ، يشمل: جمع التبرعات أو أنشطة الدعم الأخرى التي تدخل في نطاق العمل الاجتماعي,مكة المكرمة,دوام كامل,20202026341914,2,ذكور وإناث,2022-12-14 00:00:00,6000.0,يوجد بدلات,ذوي خبرة
أخصائي قانوني,20/05/1444,الجمعية الخيرية لرعاية الايتام بمكة المكرمة,خاص,صغيرة فئة ب,الأنشطة الخيرية ، يشمل: جمع التبرعات أو أنشطة الدعم الأخرى التي تدخل في نطاق العمل الاجتماعي,مكة المكرمة,دوام كامل,20202026341853,2,ذكور وإناث,2022-12-14 00:00:00,6000.0,يوجد بدلات,ذوي خبرة
بائع اثاث,20/05/1444,شركة ارائك العربية,خاص,صغيرة فئة ب,البيع بالجملة لقطع الغيار الخاصة بأجهزة التكييف والتبريد,الرياض,دوام كامل,20202026341840,2,ذكور وإناث,2022-12-14 00:00:00,5000.0,لا يوجد بدلات,ذوي خبرة
أخصائي مبيعات,20/05/1444,شركة ارائك العربية,خاص,صغيرة فئة ب,البيع بالجملة لقطع الغيار الخاصة بأجهزة التكييف والتبريد,الرياض,دوام كامل,20202026341801,4,ذكور وإناث,2022-12-14 00:00:00,5000.0,يوجد بدلات,ذوي خبرة
نادل,20/05/1444,شركة الفصل الخامس للتجارة,خاص,متوسطة فئة أ,بيع الأغذية والمشروبات بالتجزئة في الأكشاك والأسواق,الرياض,دوام كامل,20202026341795,0,ذكور وإناث,2022-12-14 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
مساعد إداري,20/05/1444,مؤسسة الورد العربي لتقديم الوجبات,خاص,صغيرة فئة ب,المطاعم مع الخدمة,مكة المكرمة,دوام كامل,20202026341791,0,ذكور وإناث,2022-12-14 00:00:00,4000.0,يوجد بدلات,خريجون جدد
بائع مأكولات ومشروبات,20/05/1444,شركة الفصل الخامس للتجارة,خاص,متوسطة فئة أ,بيع الأغذية والمشروبات بالتجزئة في الأكشاك والأسواق,الرياض,دوام كامل,20202026341782,0,ذكور,2022-12-14 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
مساعد إداري,20/05/1444,شركة الارضيات الدولية للمقاولات شركة شخص واحد,خاص,صغيرة فئة ب,البيع بالتجزئة لأوراق الجدران واغطية الارضيات,مكة المكرمة,دوام كامل,20202026341716,0,إناث,2022-12-14 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
محلل مبرمج,20/05/1444,شركة كيه لتقنية المعلومات,خاص,صغيرة فئة ب,تصميم المواقع الاكترونية,الرياض,دوام كامل,20202026341662,0,ذكور,2022-12-14 00:00:00,8000.0,لا يوجد بدلات,خريجون جدد
محلل مبرمج,20/05/1444,شركة كيه لتقنية المعلومات,خاص,صغيرة فئة ب,تصميم المواقع الاكترونية,الرياض,دوام كامل,20202026341571,0,ذكور,2022-12-14 00:00:00,8000.0,لا يوجد بدلات,خريجون جدد
مهندس ميكانيكي,20/05/1444,شركة هاني الحوطي وشريكه,خاص,صغيرة فئة ب,الانشاءات العامة للمباني غير السكنية (مثل المدارس والمستشفيات والفنادق ....الخ),المنطقة الشرقية,دوام كامل,20202026341521,0,ذكور,2022-12-14 00:00:00,6500.0,لا يوجد بدلات,خريجون جدد
محاسب,20/05/1444,شركة هاني الحوطي وشريكه,خاص,صغيرة فئة ب,الانشاءات العامة للمباني غير السكنية (مثل المدارس والمستشفيات والفنادق ....الخ),المنطقة الشرقية,دوام كامل,20202026341396,0,ذكور,2022-12-14 00:00:00,6500.0,لا يوجد بدلات,خريجون جدد
مدير عام,20/05/1444,شركة طاولة سبعة لتقديم الوجبات,خاص,صغيرة فئة أ,محلات تقديم المشروبات ( الكوفي شوب ),مكة المكرمة,دوام كامل,20202026341037,4,إناث,2022-12-14 00:00:00,6000.0,لا يوجد بدلات,ذوي خبرة
محاسب,20/05/1444,شركة نجران للتجارة والمقاولات,خاص,متوسطة فئة ب,إصلاح وصيانة المحطات والشبكات والخطوط الرئيسية لتوزيع المياه,المنطقة الشرقية,دوام كامل,20202026341022,2,ذكور,2022-12-14 00:00:00,5000.0,لا يوجد بدلات,ذوي خبرة
أخصائي خدمة عملاء,20/05/1444,مصنع سلطان فهيد احمد الشهري للصناعة,خاص,صغيرة فئة أ,البيع بالجملة لمستحضرات وصابون التجميل,الرياض,دوام كامل,20202026340926,2,ذكور وإناث,2022-12-14 00:00:00,4500.0,لا يوجد بدلات,ذوي خبرة
معلم ثانوي كيمياء,19/05/1444,مدارس الشمس الاهلية,خاص,متوسطة فئة ب,تشغيل المدارس المستقلة (التعليم الثانوي) بمنهج وطني,الرياض,دوام كامل,20202026340718,0,ذكور,2022-12-13 00:00:00,5000.0,يوجد بدلات,خريجون جدد
مدرس لغة أجنبية,19/05/1444,مدارس الشمس الاهلية,خاص,متوسطة فئة ب,تشغيل المدارس المستقلة (التعليم الثانوي) بمنهج وطني,الرياض,دوام كامل,20202026340714,0,ذكور,2022-12-13 00:00:00,5000.0,يوجد بدلات,خريجون جدد
