job_title,job_date,comp_name,comp_type,comp_size,eco_activity,region,contract,job_post_id,exper,gender,job_date_gregorian,salary,benefits_extracted,experience_categories
أمين صندوق,06/04/1444,مؤسسة طيبات الجزيرة للحوم,خاص,صغيرة فئة أ,البيع بالتجزئة للحوم ومنتجات اللحوم,المنطقة الشرقية,دوام كامل,20202026239079,0,إناث,2022-10-31 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مندوب مبيعات,06/04/1444,مصنع جيني للعطور ومستحضرات التجميل,خاص,متوسطة فئة ب,صناعة المستحضرات الصيدلانية للاستخدام البشري,الرياض,دوام كامل,20202026238886,0,إناث,2022-10-31 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
أخصائي مشتريات,06/04/1444,شركة مصنع دار النعايم للصناعات الغذائية,خاص,متوسطة فئة أ,صناعة الحلاوة الطحينية,الرياض,دوام كامل,20202026238882,2,ذكور,2022-10-31 00:00:00,5800.0,لا يوجد بدلات,ذوي خبرة
مندوب مبيعات,06/04/1444,مصنع جيني للعطور ومستحضرات التجميل,خاص,متوسطة فئة ب,صناعة المستحضرات الصيدلانية للاستخدام البشري,الرياض,دوام كامل,20202026238879,0,ذكور,2022-10-31 00:00:00,5000.0,لا يوجد بدلات,خريجون جدد
مشرف عقار,06/04/1444,مؤسسة البطان للمقاولات العامة,خاص,متوسطة فئة أ,تركيب وصيانة الوحدات المسبقة الشد لإجهادات الخرسانة,مكة المكرمة,دوام كامل,20202026238801,7,ذكور,2022-10-31 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
قائد مدرسة,06/04/1444,شركة مدارس الرواد العالمية,خاص,كبيرة,التعليم في مرحلة ما قبل المدرسة - رياض الأطفال بمنهج عالمي,الرياض,دوام كامل,20202026238618,4,إناث,2022-10-31 00:00:00,9000.0,يوجد بدلات,ذوي خبرة
أخصائي نفسي,06/04/1444,مركز مطمئنه الطبي فرع شركه نخبة الاستشاريين الطبي,خاص,متوسطة فئة ب,المجمعات الطبية المتخصصة,مكة المكرمة,دوام كامل,20202026238518,0,ذكور وإناث,2022-10-31 00:00:00,4000.0,يوجد بدلات,خريجون جدد
أخصائي نفسي,06/04/1444,مركز مطمئنه الطبي فرع شركه نخبة الاستشاريين الطبي,خاص,متوسطة فئة ب,المجمعات الطبية المتخصصة,الرياض,دوام كامل,20202026238494,0,ذكور وإناث,2022-10-31 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
نجّار,06/04/1444,شركة الجزيره للتجاره والتصنيع المحدوده,خاص,كبيرة,أنشطة خدمات صيانة المباني,الرياض,دوام كامل,20202026238483,2,ذكور,2022-10-31 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
مليّس,06/04/1444,شركة الجزيره للتجاره والتصنيع المحدوده,خاص,كبيرة,أنشطة خدمات صيانة المباني,الرياض,دوام كامل,20202026238462,2,ذكور,2022-10-31 00:00:00,5000.0,لا يوجد بدلات,ذوي خبرة
موظف صندوق محاسبة,06/04/1444,مؤسسة الرجل أنيق التجارية,خاص,صغيرة فئة أ,البيع بالتجزئة للملابس الجاهزة الرجالية,مكة المكرمة,دوام كامل,20202026238205,7,ذكور,2022-10-31 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
حارس أمن,06/04/1444,مؤسسة الرجل أنيق التجارية,خاص,صغيرة فئة أ,البيع بالتجزئة للملابس الجاهزة الرجالية,مكة المكرمة,دوام كامل,20202026238199,10,ذكور,2022-10-31 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
أخصائي صحة وسلامة مهنية,06/04/1444,الشركة العربية للاستثمارات  الزراعيه والحيوانيه,خاص,متوسطة فئة أ,رعاية وصيانة مناظر المباني والحدائق المنزلية وحدائق الأسقف وواجهات المباني الخاصة وغيرها,الرياض,دوام كامل,20202026238176,0,ذكور,2022-10-31 00:00:00,5625.0,لا يوجد بدلات,خريجون جدد
محاسب,06/04/1444,شركة رسو الشرق التجارية,خاص,صغيرة فئة ب,البيع بالجملة والتجزئة لقطع الغيار المستعملة للسيارات وتوابعها,المنطقة الشرقية,دوام كامل,20202026238139,2,ذكور,2022-10-31 00:00:00,6000.0,لا يوجد بدلات,ذوي خبرة
مشرف صيانة,06/04/1444,شركة الراجح الحديثة للمقاولات المحدودة,خاص,متوسطة فئة ج,إصلاح وصيانة الطرق والشوارع والأرصفة ومستلزمات الطرق,المدينة المنورة,دوام كامل,20202026238059,2,ذكور وإناث,2022-10-31 00:00:00,6000.0,يوجد بدلات,ذوي خبرة
مساعد صحي,06/04/1444,مستشفى دله فرع شركة دله للخدمات الصحيه,خاص,كبيرة,إصلاح وصيانة الطرق والشوارع والأرصفة ومستلزمات الطرق,الرياض,دوام كامل,20202026238032,0,ذكور وإناث,2022-10-31 00:00:00,5000.0,يوجد بدلات,خريجون جدد
بائع ساعات,06/04/1444,شركة ركن الثواني التجارية,خاص,صغيرة فئة ب,البيع بالتجزئة للساعات بأنواعها,الرياض,دوام كامل,20202026238010,0,ذكور,2022-10-31 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مساعد إداري,06/04/1444,مؤسسة بيتكم لتقنية المعلومات,خاص,متوسطة فئة أ,البيع بالجملة عن طريق الانترنت,الرياض,دوام كامل,20202026237855,0,ذكور وإناث,2022-10-31 00:00:00,5000.0,لا يوجد بدلات,خريجون جدد
فني تنقية مجاري صرف صحي,06/04/1444,شركة صالح حسين سالم ال سلامه وشريكه,خاص,عملاقة,التنظيف العام للمباني,الرياض,دوام كامل,20202026237826,0,ذكور وإناث,2022-10-31 00:00:00,5000.0,يوجد بدلات,خريجون جدد
فني ميكانيكي محركات,06/04/1444,شركة صالح حسين سالم ال سلامه وشريكه,خاص,عملاقة,التنظيف العام للمباني,الرياض,دوام كامل,20202026237756,0,ذكور وإناث,2022-10-31 00:00:00,5000.0,يوجد بدلات,خريجون جدد
فني صيانة أجهزة إلكترونية,06/04/1444,شركة صالح حسين سالم ال سلامه وشريكه,خاص,عملاقة,التنظيف العام للمباني,الرياض,دوام كامل,20202026237721,0,ذكور وإناث,2022-10-31 00:00:00,5000.0,يوجد بدلات,خريجون جدد
أخصائي إعلامي,06/04/1444,المعهد العالي السعودي الياباني للسيارات,خاص,متوسطة فئة أ,معاهد الشراكات الاستراتيجية,مكة المكرمة,دوام كامل,20202026237686,2,ذكور,2022-10-31 00:00:00,5000.0,يوجد بدلات,ذوي خبرة
محاسب,05/04/1444,شركة نجد للمقاولات شركة شخص واحد,خاص,متوسطة فئة أ,الإنشاءات العامة للمباني السكنية,حائل,دوام كامل,20202026237392,0,ذكور,2022-10-30 00:00:00,6000.0,لا يوجد بدلات,خريجون جدد
معد وجبات سريعة,05/04/1444,مطعـم الوجوه الاربعه لتقديم الوجبات,خاص,صغيرة فئة ب,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),الرياض,دوام كامل,20202026237023,0,ذكور,2022-10-30 00:00:00,5200.0,لا يوجد بدلات,خريجون جدد
مهندس كهربائي,05/04/1444,مكتب الإبداع الحديث للاستشارات الهندسية,خاص,صغيرة فئة أ,تقديم خدمات الاستشارات الهندسية في مجال الوقاية والحماية من الحريق,مكة المكرمة,دوام كامل,20202026236481,10,ذكور وإناث,2022-10-30 00:00:00,8000.0,يوجد بدلات,ذوي خبرة
مهندس مدني,05/04/1444,شركة حمزة محمد الديري للمقاولات,خاص,متوسطة فئة أ,رعاية وصيانة منتزهات الطرق السريعة,مكة المكرمة,دوام كامل,20202026236311,2,ذكور,2022-10-30 00:00:00,7000.0,لا يوجد بدلات,ذوي خبرة
أخصائي مبيعات,05/04/1444,مكتب سيجما الكفاءات للاستقدام,خاص,صغيرة فئة أ,التوسط في استقدام العمالة الوافدة,مكة المكرمة,دوام كامل,20202026236158,0,إناث,2022-10-30 00:00:00,4000.0,يوجد بدلات,خريجون جدد
مهندس كهربائي,05/04/1444,شركة الهضب للتجارة والمقاولات,خاص,متوسطة فئة ب,رعاية وصيانة المنتزهات والحدائق لأغراض الإسكان العام,مكة المكرمة,دوام كامل,20202026236044,2,ذكور,2022-10-30 00:00:00,8500.0,يوجد بدلات,ذوي خبرة
فني علوم أغذية,05/04/1444,شركة سنا المدينة للتمور,خاص,صغيرة فئة ب,تجفيف وتعبئة التمور وصناعة منتجاتها,المدينة المنورة,دوام كامل,20202026235654,2,ذكور وإناث,2022-10-30 00:00:00,4000.0,يوجد بدلات,ذوي خبرة
منسق زهور,05/04/1444,شركة ذات الهمة التجارية (شركة شخص واحد),خاص,صغيرة فئة أ,البيع بالتجزئة للمعادن الثمينة والأحجار الكريمة,المنطقة الشرقية,دوام كامل,20202026235558,2,إناث,2022-10-30 00:00:00,4500.0,لا يوجد بدلات,ذوي خبرة
مندوب مبيعات,05/04/1444,شركة عيون الدار للصناعة شركة شخص واحد,خاص,صغيرة فئة ب,صناعة منتجات نصف مصنعة من اللدائن ، يشمل ( ألواح ، شرائح ، صفائح ، أشرطة ، مواسير وخراطيم ولوازمها ... الخ ),الرياض,دوام كامل,20202026235450,2,ذكور وإناث,2022-10-30 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
نادل,03/04/1444,مطعم استراحة البساتين لتقديم الوجبات,خاص,صغيرة فئة ب,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),جازان,دوام كامل,20202026234571,0,إناث,2022-10-28 00:00:00,3600.0,لا يوجد بدلات,خريجون جدد
أخصائي تمريض,02/04/1444,مجمع بلسم علاج الطبي العام,خاص,صغيرة فئة ب,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,مكة المكرمة,دوام كامل,20202026234317,4,ذكور وإناث,2022-10-27 00:00:00,6000.0,يوجد بدلات,ذوي خبرة
موظف صندوق محاسبة,02/04/1444,ديوانية مركاز الشيوخ,خاص,صغيرة فئة ب,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,مكة المكرمة,دوام كامل,20202026233813,4,إناث,2022-10-27 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
بائع,02/04/1444,محل تاج الطفولة لالعاب الأطفال,خاص,صغيرة فئة ب,بيع الألعاب واللّعب بالتجزئة في المتاجر المتخصصة,مكة المكرمة,دوام كامل,20202026233694,4,إناث,2022-10-27 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
موظف صندوق محاسبة,02/04/1444,مطعم الينا لتقديم الوجبات,خاص,صغيرة فئة أ,سيارة متجولة لبيع الأغذية,الرياض,دوام كامل,20202026233657,4,إناث,2022-10-27 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
مندوب مبيعات,02/04/1444,شركة الورده المتميزه الصناعية,خاص,صغيرة فئة ب,انتاج الشكولاته بالحليب والشوكلاته البيضاء والغامقة وغيرها من أنواع الشوكلاته,مكة المكرمة,دوام كامل,20202026233351,0,ذكور,2022-10-27 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
محامي,05/04/1444,مجموعة البارقة للتشغيل والصيانة,خاص,صغيرة فئة ب,تقديم موارد بشرية أخرى,المنطقة الشرقية,دوام كامل,20202026232685,2,إناث,2022-10-30 00:00:00,6000.0,يوجد بدلات,ذوي خبرة
مدير عمليات تشغيل,05/04/1444,مجموعة البارقة للتشغيل والصيانة,خاص,صغيرة فئة ب,تقديم موارد بشرية أخرى,الرياض,دوام كامل,20202026232660,4,ذكور وإناث,2022-10-30 00:00:00,7000.0,يوجد بدلات,ذوي خبرة
مهندس معماري داخلي,02/04/1444,شركة اساس الحفر للمقاولات العامة,خاص,صغيرة فئة أ,الإنشاءات العامة للمباني السكنية,الرياض,دوام كامل,20202026232653,2,إناث,2022-10-27 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
معلم رياض أطفال,02/04/1444,مركز النجوم العالية ضيافة الأطفال الأهلية,خاص,صغيرة فئة أ,مراكز ضيافة الأطفال الأهلية,المنطقة الشرقية,دوام كامل,20202026232615,12,إناث,2022-10-27 00:00:00,7500.0,لا يوجد بدلات,ذوي خبرة
حارس أمن,02/04/1444,شركة عجائب البحار للمشروعات السياحيه والترفيهيه,خاص,متوسطة فئة ب,تشغيل مرافق الفعاليات الترفيهية,مكة المكرمة,دوام كامل,20202026232607,0,ذكور,2022-10-27 00:00:00,4408.0,لا يوجد بدلات,خريجون جدد
مهندس مدني,02/04/1444,شركة اساس الحفر للمقاولات العامة,خاص,صغيرة فئة أ,الإنشاءات العامة للمباني السكنية,الرياض,دوام كامل,20202026232603,2,ذكور وإناث,2022-10-27 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
بائع هاتفي,02/04/1444,شركة جوين العالمية المحدودة,خاص,صغيرة فئة ب,التوسط في استقدام العمالة الوافدة,الرياض,دوام كامل,20202026232544,0,ذكور وإناث,2022-10-27 00:00:00,5000.0,لا يوجد بدلات,خريجون جدد
أمين متجر,02/04/1444,شركة جوين العالمية المحدودة,خاص,صغيرة فئة ب,التوسط في استقدام العمالة الوافدة,الرياض,دوام كامل,20202026232530,0,ذكور وإناث,2022-10-27 00:00:00,5500.0,يوجد بدلات,خريجون جدد
مدير طباعة ونشر,01/04/1444,مؤسسة فاطمه سعيد صالح خلف للقرطاسية,خاص,صغيرة فئة ب,البيع بالجملة للأدوات المكتبية (القرطاسية),مكة المكرمة,دوام كامل,20202026232177,0,ذكور وإناث,2022-10-26 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
بائع,01/04/1444,فرع شركة متجر راحتي التجارية,خاص,متوسطة فئة ب,البيع بالتجزئة للأثاث المنزلي,القصيم,دوام كامل,20202026232056,0,ذكور,2022-10-26 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
بائع,01/04/1444,فرع متجر راحتي التجارية,خاص,متوسطة فئة ب,البيع بالتجزئة للأثاث المنزلي,حائل,دوام كامل,20202026231990,0,ذكور,2022-10-26 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
فني مختبر طبي,01/04/1444,مجمع العرجان الطبي,خاص,متوسطة فئة أ,المجمعات الطبية العامة,تبوك,دوام كامل,20202026231939,0,ذكور وإناث,2022-10-26 00:00:00,5000.0,لا يوجد بدلات,خريجون جدد
بائع,01/04/1444,شركة المشرق الذهبي المحدودة (شركة شخص واحد),خاص,صغيرة فئة ب,البيع بالتجزئة للكماليات وللإكسسوارات الملابس، يشمل (القفازات وأربطة العنق والحمالات والسبح والمظلات),المدينة المنورة,دوام كامل,20202026231726,0,ذكور,2022-10-26 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
محاسب,01/04/1444,شركه عبداللطيف احمد العرفج وشريكه بيع مواد غذائية,خاص,متوسطة فئة ب,البيع بالتجزئة للكماليات وللإكسسوارات الملابس، يشمل (القفازات وأربطة العنق والحمالات والسبح والمظلات),الرياض,دوام كامل,20202026231572,2,ذكور,2022-10-26 00:00:00,6000.0,لا يوجد بدلات,ذوي خبرة
بائع,01/04/1444,مؤسسة محمود عبد الخالق سعيد قاسم التجارية,خاص,صغيرة فئة ب,البيع بالتجزئة لأصناف العبايات النسائية والفراء,مكة المكرمة,دوام كامل,20202026231538,2,ذكور,2022-10-26 00:00:00,4000.0,يوجد بدلات,ذوي خبرة
مدير عمليات موارد بشرية,01/04/1444,شركة ال جي شاكر المحدوده,خاص,متوسطة فئة ج,صناعة أجهزة تكييف الهواء (وحدات أو مركزي ) فريون,الرياض,دوام كامل,20202026231523,4,ذكور وإناث,2022-10-26 00:00:00,27000.0,لا يوجد بدلات,ذوي خبرة
بائع,01/04/1444,مؤسسة محمود عبد الخالق سعيد قاسم التجارية,خاص,صغيرة فئة ب,البيع بالتجزئة لأصناف العبايات النسائية والفراء,مكة المكرمة,دوام كامل,20202026231494,2,ذكور,2022-10-26 00:00:00,4000.0,يوجد بدلات,ذوي خبرة
فني مختبر طبي,01/04/1444,مجمع الخريف الطبي,خاص,صغيرة فئة ب,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,الرياض,دوام كامل,20202026231488,0,ذكور وإناث,2022-10-26 00:00:00,5000.0,لا يوجد بدلات,خريجون جدد
مبرمج قاعدة بيانات,01/04/1444,الشركه السعوديه لصناعة المكيفات المحدوده,خاص,كبيرة,صناعة أجهزة تكييف الهواء (وحدات أو مركزي ) فريون,مكة المكرمة,دوام كامل,20202026231328,2,ذكور,2022-10-26 00:00:00,7500.0,يوجد بدلات,ذوي خبرة
عامل تصنيع,01/04/1444,الشركه السعوديه لصناعة المكيفات المحدوده,خاص,كبيرة,صناعة أجهزة تكييف الهواء (وحدات أو مركزي ) فريون,مكة المكرمة,دوام كامل,20202026231293,0,ذكور,2022-10-26 00:00:00,4083.0,يوجد بدلات,خريجون جدد
مهندس معماري,01/04/1444,شركة مجموعة الفؤاد للتجارة والمقاولات المحدودة,خاص,كبيرة,تركيب الزجاج والمرايا للمباني,مكة المكرمة,دوام كامل,20202026231145,0,ذكور,2022-10-26 00:00:00,7000.0,لا يوجد بدلات,خريجون جدد
موظف صندوق محاسبة,01/04/1444,مؤسسة متحف الغذاء للتجارة,خاص,صغيرة فئة ب,تركيب الزجاج والمرايا للمباني,المدينة المنورة,دوام كامل,20202026230976,0,ذكور وإناث,2022-10-26 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
أخصائي تسويق,01/04/1444,شركة انكر اليابان,خاص,صغيرة فئة ب,خدمات المكاتب العلمية والفنية للمنتجات عدا المستحضرات الصيدلانية,الرياض,دوام كامل,20202026230448,2,ذكور وإناث,2022-10-26 00:00:00,4500.0,لا يوجد بدلات,ذوي خبرة
فني نظم حاسب آلي,01/04/1444,مؤسسة الكيان للمياه والمشروبات الغازية,خاص,صغيرة فئة ب,البيع بالجملة للشوكلاته والكاكاو,المدينة المنورة,عمل عن بعد,20202026229795,0,إناث,2022-10-26 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مدير فرع,01/04/1444,محل لحظة لقى لتقديم المشروبات,خاص,صغيرة فئة أ,محلات تقديم المشروبات ( الكوفي شوب ),الرياض,دوام كامل,20202026229790,0,ذكور وإناث,2022-10-26 00:00:00,6500.0,لا يوجد بدلات,خريجون جدد
أخصائي تسويق,29/03/1444,مؤسسة عبدالعزيز محمد ابراهيم العجمي التجارية,خاص,صغيرة فئة أ,البيع بالتجزئة للكماليات وللإكسسوارات الملابس، يشمل (القفازات وأربطة العنق والحمالات والسبح والمظلات),المنطقة الشرقية,دوام كامل,20202026229779,2,ذكور وإناث,2022-10-25 00:00:00,7000.0,يوجد بدلات,ذوي خبرة
مصمم جرافيك,29/03/1444,مؤسسة عبدالعزيز محمد ابراهيم العجمي التجارية,خاص,صغيرة فئة أ,البيع بالتجزئة للكماليات وللإكسسوارات الملابس، يشمل (القفازات وأربطة العنق والحمالات والسبح والمظلات),المنطقة الشرقية,دوام كامل,20202026229765,2,ذكور وإناث,2022-10-25 00:00:00,12000.0,يوجد بدلات,ذوي خبرة
فني مختبر طبي,29/03/1444,مجمع عيادات دار العلاج,خاص,متوسطة فئة أ,المجمعات الطبية العامة,الرياض,دوام كامل,20202026229670,2,ذكور وإناث,2022-10-25 00:00:00,5000.0,لا يوجد بدلات,ذوي خبرة
موظف صندوق محاسبة,29/03/1444,مطعم دجاج بيك للوجبات السريعة,خاص,صغيرة فئة ب,المجمعات الطبية العامة,تبوك,دوام كامل,20202026229552,2,ذكور,2022-10-25 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
محامي,29/03/1444,مكتب عبدالمحسن المحرج للمحاماة والاستشارات,خاص,صغيرة فئة ب,أنشطة المحاماة والاستشارات القانونية,الرياض,دوام كامل,20202026229422,0,ذكور,2022-10-25 00:00:00,5500.0,يوجد بدلات,خريجون جدد
محامي,29/03/1444,مكتب عبدالمحسن المحرج للمحاماة والاستشارات,خاص,صغيرة فئة ب,أنشطة المحاماة والاستشارات القانونية,الرياض,دوام كامل,20202026229401,4,إناث,2022-10-25 00:00:00,5500.0,يوجد بدلات,ذوي خبرة
مدير خدمة العملاء,29/03/1444,شركة  الشرق المتحدة لتأجير السيارات,خاص,صغيرة فئة أ,تأجير السيارات بسائق,الرياض,دوام كامل,20202026229394,2,ذكور وإناث,2022-10-25 00:00:00,5000.0,يوجد بدلات,ذوي خبرة
محامي,29/03/1444,مكتب عبدالمحسن المحرج للمحاماة والاستشارات,خاص,صغيرة فئة ب,أنشطة المحاماة والاستشارات القانونية,الرياض,دوام كامل,20202026229387,4,إناث,2022-10-25 00:00:00,5500.0,يوجد بدلات,ذوي خبرة
محامي,29/03/1444,مكتب عبدالمحسن المحرج للمحاماة والاستشارات,خاص,صغيرة فئة ب,أنشطة المحاماة والاستشارات القانونية,الرياض,دوام كامل,20202026229373,4,إناث,2022-10-25 00:00:00,10000.0,يوجد بدلات,ذوي خبرة
مندوب مبيعات,29/03/1444,شركة بوا للتجارة شركة شخص واحد,خاص,صغيرة فئة أ,بيع معدات ضخ المياه,الرياض,دوام كامل,20202026229308,0,إناث,2022-10-25 00:00:00,4000.0,يوجد بدلات,خريجون جدد
أخصائي قانوني,29/03/1444,شركة الضبيب والسليم لاصحابها خليفه الضبيب وحمد السليم,خاص,متوسطة فئة ج,تمديد اسلاك الاتصالات,المنطقة الشرقية,دوام كامل,20202026229141,0,ذكور وإناث,2022-10-25 00:00:00,5000.0,لا يوجد بدلات,خريجون جدد
مساعد إداري,29/03/1444,مصنع شركة صابر لإنتاج الزجاج,خاص,صغيرة فئة ب,تقطيع وشطف الزجاج العادي,المنطقة الشرقية,دوام كامل,20202026229089,0,إناث,2022-10-25 00:00:00,4600.0,لا يوجد بدلات,خريجون جدد
مدير عمليات موارد بشرية,29/03/1444,شركـة نون التعليمية لتقنية المعلومات,خاص,صغيرة فئة ب,تقديم خدمة إدارة ومراقبة شبكات الاتصالات والمعلومات,الرياض,دوام كامل,20202026229028,4,ذكور وإناث,2022-10-25 00:00:00,8496.0,لا يوجد بدلات,ذوي خبرة
مندوب مبيعات,29/03/1444,شركة بوا للتجارة شركة شخص واحد,خاص,صغيرة فئة أ,بيع معدات ضخ المياه,الرياض,دوام كامل,20202026229015,0,ذكور وإناث,2022-10-25 00:00:00,4000.0,يوجد بدلات,خريجون جدد
معالج صحة فم وأسنان,29/03/1444,عيادة رامي محمد سعيد ابراهيم حسنين لطب الاسنان,خاص,صغيرة فئة ب,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,مكة المكرمة,دوام كامل,20202026228904,0,إناث,2022-10-25 00:00:00,5000.0,يوجد بدلات,خريجون جدد
أخصائي تسويق,05/04/1444,مجموعة البارقة للتشغيل والصيانة,خاص,صغيرة فئة ب,تقديم موارد بشرية أخرى,الرياض,دوام كامل,20202026228880,2,ذكور وإناث,2022-10-30 00:00:00,6000.0,يوجد بدلات,ذوي خبرة
مدخل بيانات,29/03/1444,مكتب خيارك الوحيد للخدمات العامة,خاص,صغيرة فئة أ,أنشطة تعقيب المعاملات,الباحة,دوام كامل,20202026228745,0,ذكور وإناث,2022-10-25 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مدير مكتب,29/03/1444,مكتب محمد الخليوي محامون ومستشارون قانونيون,خاص,صغيرة فئة ب,أنشطة المحاماة والاستشارات القانونية,الرياض,دوام كامل,20202026218738,0,ذكور وإناث,2022-10-25 00:00:00,8000.0,لا يوجد بدلات,خريجون جدد
أخصائي أنشطة ثقافية,29/03/1444,الجمعية الخيرية لرعاية الايتام بمكة المكرمة,خاص,صغيرة فئة ب,الأنشطة الخيرية ، يشمل: جمع التبرعات أو أنشطة الدعم الأخرى التي تدخل في نطاق العمل الاجتماعي,مكة المكرمة,دوام كامل,20202026208564,0,ذكور وإناث,2022-10-25 00:00:00,6000.0,يوجد بدلات,خريجون جدد
محاسب,28/03/1444,مؤسسة سلاسل بابل للمقاولات,خاص,صغيرة فئة ب,ترميمات المباني السكنية والغير سكنية,مكة المكرمة,دوام كامل,20202026208133,0,إناث,2022-10-24 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مساعد طبيب أسنان,28/03/1444,مجمع سلامتك لطب الاسنان الطبي المتخصص فرع شركةخالد عبداللةكدسةوشركاه,خاص,متوسطة فئة أ,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,مكة المكرمة,دوام كامل,20202026208037,0,إناث,2022-10-24 00:00:00,4500.0,يوجد بدلات,خريجون جدد
محصل,28/03/1444,شركة رحابة العقارية,خاص,صغيرة فئة أ,شراء وبيع الاراضى والعقارات وتقسيمها وأنشطة البيع على الخارطة,الرياض,دوام كامل,20202026208021,0,إناث,2022-10-24 00:00:00,5000.0,لا يوجد بدلات,خريجون جدد
وسيط عقاري,28/03/1444,شركة رحابة العقارية,خاص,صغيرة فئة أ,شراء وبيع الاراضى والعقارات وتقسيمها وأنشطة البيع على الخارطة,الرياض,دوام كامل,20202026208016,2,ذكور,2022-10-24 00:00:00,5000.0,لا يوجد بدلات,ذوي خبرة
وسيط عقاري,28/03/1444,شركة رحابة العقارية,خاص,صغيرة فئة أ,شراء وبيع الاراضى والعقارات وتقسيمها وأنشطة البيع على الخارطة,الرياض,دوام كامل,20202026208014,0,إناث,2022-10-24 00:00:00,5000.0,لا يوجد بدلات,خريجون جدد
عامل كاونتر مأكولات ومشروبات,28/03/1444,مؤسسة قدور نجد لخدمات الاعاشة,خاص,متوسطة فئة ب,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),مكة المكرمة,دوام كامل,20202026207807,0,ذكور وإناث,2022-10-24 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مدير خدمات أطعمة ومشروبات,28/03/1444,مؤسسة قدور نجد لخدمات الاعاشة,خاص,متوسطة فئة ب,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),مكة المكرمة,دوام كامل,20202026207797,2,ذكور وإناث,2022-10-24 00:00:00,6000.0,لا يوجد بدلات,ذوي خبرة
مدير إداري,28/03/1444,شركة خالد بن عبدالعزيز الملحم وشركاؤه للاستشارات الهندسية,خاص,صغيرة فئة أ,أنشطة الاستشارات الهندسية والمعمارية,المنطقة الشرقية,دوام كامل,20202026207729,10,ذكور,2022-10-24 00:00:00,6000.0,لا يوجد بدلات,ذوي خبرة
عامل كاونتر مأكولات ومشروبات,28/03/1444,مؤسسة قدور نجد لخدمات الاعاشة,خاص,متوسطة فئة ب,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),الرياض,دوام كامل,20202026207705,0,ذكور وإناث,2022-10-24 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
بائع,28/03/1444,شركة مدار الفكرة للتجارة شركة شخص واحد,خاص,متوسطة فئة أ,تشغيل المقاصف والكفتيريات على أساس إمتياز محدد ، يشمل ( المقاصف والكفتيريات في المصانع والمكاتب والمستشفيات والمدارس .. الخ ),الرياض,دوام كامل,20202026207687,0,إناث,2022-10-24 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
موظف استقبال,28/03/1444,مؤسسة قوة اللمعة للسيارات,خاص,صغيرة فئة ب,تلميع السيارات (البوليش),مكة المكرمة,دوام كامل,20202026207549,0,ذكور وإناث,2022-10-24 00:00:00,4500.0,يوجد بدلات,خريجون جدد
مساعد إداري,28/03/1444,شركة المردف للتجارة,خاص,صغيرة فئة أ,البيع بالتجزئة للأجهزة المخبرية والتشخيصية الطبية,الرياض,دوام كامل,20202026207529,2,ذكور وإناث,2022-10-24 00:00:00,5000.0,لا يوجد بدلات,ذوي خبرة
أخصائي مبيعات مستلزمات طبية,28/03/1444,شركة المردف للتجارة,خاص,صغيرة فئة أ,البيع بالتجزئة للأجهزة المخبرية والتشخيصية الطبية,الرياض,دوام كامل,20202026207482,4,ذكور وإناث,2022-10-24 00:00:00,8000.0,يوجد بدلات,ذوي خبرة
